,"('Ala', 'Zmax')","('Ala', 'Zmin')","('Ser', 'Zmax')","('Ser', 'Zmin')","('Gly', 'Zmax')","('Gly', 'Zmin')"
1911,12,4,12,1,1,12
1912,12,4,10,1,1,6
1913,12,1,11,1,1,12
1914,12,4,11,1,1,12
1915,12,4,11,1,1,6
1916,12,4,11,1,1,12
1917,12,4,11,1,1,7
1918,12,4,11,1,1,12
1919,12,4,12,1,1,12
1920,12,1,11,1,1,12
1921,12,4,11,1,1,12
1922,12,4,11,1,1,6
1923,12,4,11,1,1,12
1924,12,4,12,1,1,12
1925,12,4,11,1,1,12
1926,12,4,11,1,1,12
1927,12,4,11,1,1,7
1928,12,4,11,1,1,12
1929,12,4,11,1,1,6
1930,12,4,11,1,1,12
1931,12,4,11,1,1,7
1932,12,4,10,1,1,7
1933,12,4,11,1,1,12
1934,12,4,11,1,1,12
1935,12,4,11,1,1,12
1936,12,4,11,1,1,12
1937,12,4,11,1,1,12
1938,12,4,11,1,1,12
1939,12,4,11,1,1,7
1940,12,4,11,1,1,12
1941,12,4,11,1,1,12
1942,12,4,11,3,1,10
1943,12,4,11,1,1,10
1944,12,4,11,1,1,12
1945,12,4,11,1,1,12
1946,12,4,11,1,2,12
1947,12,4,11,1,1,12
1948,12,4,11,1,2,12
1949,12,4,10,1,1,12
1950,12,4,11,1,1,12
1951,12,4,11,1,1,12
1952,12,4,11,3,1,12
1953,12,4,11,1,3,10
1954,12,4,11,1,1,9
1955,10,4,11,1,2,12
1956,12,4,11,1,1,12
1957,12,4,11,1,1,12
1958,12,4,11,1,1,12
1959,10,4,11,1,1,12
1960,10,4,11,1,1,12
1961,12,4,11,1,4,12
1962,10,4,11,1,4,12
1963,10,4,11,1,4,12
1964,10,4,11,1,2,12
1965,10,4,12,1,2,12
1966,12,4,11,1,2,12
1967,10,4,11,3,2,12
1968,12,4,11,1,2,12
1969,10,4,11,3,2,12
1970,10,4,10,1,4,12
1971,10,4,11,1,4,12
1972,10,4,11,1,4,12
1973,10,4,10,1,4,12
1974,10,4,12,1,6,12
1975,12,4,11,1,6,12
1976,10,4,12,1,6,12
1977,12,4,11,1,6,12
1978,10,4,11,1,6,12
1979,10,4,11,1,6,12
1980,10,4,11,1,6,12
1981,10,4,11,1,6,12
1982,10,4,11,1,6,12
1983,12,4,11,1,5,12
1984,12,4,11,1,5,10
1985,12,4,12,1,6,12
1986,12,4,10,1,6,12
1987,12,4,11,1,6,12
1988,12,4,11,1,6,12
1989,12,4,11,1,1,12
1990,12,4,11,1,1,12
1991,12,4,11,1,1,12
1992,12,4,11,3,1,11
1993,12,4,11,1,1,9
1994,12,4,11,1,1,12
1995,12,4,11,1,1,12
1996,12,4,11,3,1,12
1997,12,4,11,1,1,12
1998,12,4,11,1,1,12
1999,12,4,11,3,1,12
2000,12,4,11,3,1,7
2001,12,4,11,3,1,7
2002,12,4,11,1,1,6
2003,12,4,11,3,1,7
2004,12,4,11,3,2,7
2005,12,4,10,1,1,12
2006,12,4,11,3,1,12
2007,12,4,11,1,1,12
2008,12,4,11,1,1,7
2009,12,4,11,1,1,7
2010,12,4,11,3,1,7
2011,12,4,10,3,1,7
2012,12,4,12,1,1,7
2013,12,4,12,1,1,7
2014,12,4,11,1,1,7
2015,12,4,11,1,1,7
2016,12,4,11,1,1,7
2017,12,4,11,1,1,7
2018,12,4,11,1,2,7
2019,12,4,10,1,2,7
2020,12,4,10,1,1,12
2021,12,4,11,1,1,12
2022,12,4,12,1,1,12
2023,12,4,11,1,1,12
2024,12,4,11,1,1,12
2025,12,4,11,1,1,12
2026,12,4,11,1,3,12
2027,12,4,11,1,1,12
2028,12,4,10,1,1,12
2029,12,4,11,1,1,12
2030,12,4,11,1,1,12
2031,12,4,11,1,1,12
2032,12,4,11,1,1,12
2033,12,4,11,1,1,11
2034,12,4,11,1,1,11
2035,12,4,10,1,1,12
2036,12,4,12,1,4,12
2037,10,4,11,1,2,12
2038,12,4,11,1,2,7
2039,12,4,11,3,1,9
2040,12,1,12,3,3,9
2041,12,4,11,1,3,12
2042,10,4,12,1,1,9
2043,10,4,11,1,1,12
2044,12,4,11,1,1,12
2045,12,4,11,1,1,12
2046,12,4,11,1,1,12
2047,12,4,10,1,1,12
2048,12,4,11,1,1,12
2049,9,4,12,1,1,12
2050,9,4,11,1,1,12
2051,9,4,11,1,1,10
2052,12,4,11,1,1,10
2053,12,4,11,1,1,11
2054,12,4,10,1,1,11
2055,12,4,11,1,1,10
2056,12,4,11,1,1,11
2057,9,4,11,1,1,12
2058,12,4,11,1,1,10
2059,9,4,11,3,1,10
2060,12,4,11,1,1,12
2061,12,4,12,1,1,11
2062,9,4,11,1,1,11
2063,9,4,11,3,1,12
2064,9,4,12,1,1,11
2065,9,4,11,1,1,10
2066,9,4,11,1,1,10
2067,9,4,11,1,1,12
2068,9,4,12,1,1,10
2069,9,4,11,1,1,11
2070,12,4,11,1,4,12
2071,12,4,11,1,1,12
2072,9,4,11,1,3,12
2073,12,4,11,1,1,10
2074,9,4,11,1,1,10
2075,10,4,11,1,1,10
2076,9,4,11,1,3,10
2077,10,4,11,1,1,10
2078,10,4,11,1,1,10
2079,10,4,11,1,1,10
2080,12,4,11,1,1,11
2081,10,4,12,3,1,10
2082,10,4,11,1,1,10
2083,10,4,12,1,1,12
2084,10,4,12,1,1,10
2085,12,4,12,1,1,11
2086,9,4,11,1,1,10
2087,10,4,11,1,1,10
2088,12,4,11,1,5,12
2089,9,4,11,1,1,10
2090,12,4,11,1,1,10
2091,12,4,11,3,1,12
2092,12,4,11,1,1,12
2093,9,4,11,1,1,12
2094,9,4,11,1,1,12
2095,12,4,11,1,3,12
2096,12,4,11,1,3,10
2097,12,4,12,1,2,12
2098,12,4,12,1,2,12
2099,12,4,12,1,1,12
2100,9,4,12,1,3,12
2101,9,4,11,1,3,12
2102,12,4,12,1,3,12
2103,12,4,11,1,3,12
2104,12,4,11,1,5,12
2105,12,4,11,3,3,12
2106,12,4,11,1,3,12
2107,12,4,11,1,1,12
2108,12,4,11,1,2,12
2109,12,4,11,1,2,12
2110,9,4,11,1,1,12
2111,12,4,11,1,2,12
2112,12,4,11,1,2,11
2113,12,4,11,1,2,12
2114,9,4,11,1,5,12
2115,12,4,11,1,2,12
2116,12,4,11,1,5,12
2117,9,4,11,1,2,12
2118,12,4,12,1,2,12
2119,12,4,11,1,2,12
2120,12,4,11,1,1,12
2121,12,4,11,1,1,12
2122,12,4,11,1,1,12
2123,12,4,12,3,1,10
2124,12,4,11,1,1,12
2125,12,4,11,1,1,10
2126,12,4,12,1,6,10
2127,9,4,11,1,1,12
2128,9,4,11,1,3,12
2129,9,4,12,1,6,12
2130,9,4,10,1,3,12
2131,12,4,11,1,5,12
2132,12,4,11,1,3,12
2133,9,4,11,1,2,12
2134,12,4,11,1,4,12
2135,12,4,11,1,1,12
2136,12,4,11,1,1,12
2137,12,4,11,1,2,12
2138,12,4,11,1,2,12
2139,12,4,11,1,2,12
2140,12,4,11,1,3,12
2141,9,4,11,1,2,12
2142,9,4,11,1,2,12
2143,9,4,11,1,1,12
2144,9,4,11,1,2,12
2145,9,4,10,1,1,12
2146,9,4,11,1,1,12
2147,9,4,11,1,1,12
2148,12,4,11,1,1,9
2149,12,4,11,1,1,12
2150,10,4,11,1,1,12
2151,10,4,12,1,1,12
2152,9,4,11,1,1,12
2153,9,4,12,1,1,12
2154,9,4,11,1,1,12
2155,9,4,11,1,1,12
2156,9,4,11,1,1,12
2157,10,4,10,1,1,12
2158,9,4,11,1,1,12
2159,12,4,11,1,1,12
2160,12,4,11,1,1,12
2161,12,4,11,1,1,12
2162,12,4,11,1,1,12
2163,12,4,11,1,1,12
2164,12,4,11,1,1,12
2165,12,4,12,1,1,12
2166,12,4,10,1,1,12
2167,12,4,11,1,1,12
2168,12,4,11,1,1,12
2169,12,4,11,3,1,12
2170,12,4,11,3,1,12
2171,12,4,11,1,1,12
2172,12,4,11,1,1,12
2173,12,4,12,1,1,12
2174,12,4,11,3,1,12
2175,12,4,11,3,1,12
2176,12,4,11,1,1,12
2177,12,4,11,1,1,12
2178,9,4,11,1,1,12
2179,9,4,11,1,1,12
2180,12,4,11,1,1,8
2181,12,4,11,1,1,12
2182,12,4,11,1,1,12
2183,12,4,11,1,1,12
2184,9,4,11,1,1,12
2185,12,4,11,1,1,12
2186,9,4,10,1,1,12
2187,9,4,11,1,1,12
2188,9,4,11,1,1,12
2189,12,4,11,1,1,12
2190,9,4,11,1,1,12
2191,9,4,11,1,1,12
2192,9,4,11,1,1,12
2193,9,4,11,1,1,12
2194,12,4,11,1,1,12
2195,9,4,12,1,1,12
2196,9,4,11,1,1,12
2197,9,4,10,1,1,12
2198,12,4,11,3,1,12
2199,12,4,11,1,1,12
2200,12,4,11,3,1,12
2201,9,4,11,1,1,12
2202,12,4,12,1,2,12
2203,12,4,12,1,1,12
2204,12,4,11,1,1,12
2205,9,4,11,1,1,12
2206,12,4,11,1,1,12
2207,9,4,11,1,1,12
2208,10,4,11,1,1,12
2209,9,4,11,1,1,12
2210,12,4,11,1,1,12
2211,9,4,12,1,1,12
2212,12,4,11,3,1,12
2213,12,4,11,1,1,12
2214,12,4,11,1,1,12
2215,12,4,10,1,1,12
2216,12,4,11,1,1,12
2217,12,4,11,1,1,12
2218,12,4,11,1,1,12
2219,12,4,11,3,1,12
2220,12,4,11,3,1,12
2221,10,4,11,1,1,9
2222,10,4,11,1,4,8
2223,10,4,11,1,1,10
2224,10,4,12,1,2,9
2225,10,4,11,1,1,10
2226,10,4,12,1,1,10
2227,10,4,11,1,1,12
2228,12,4,11,1,2,12
2229,10,4,10,1,1,12
2230,10,4,11,1,2,11
2231,10,4,11,1,6,12
2232,10,4,11,1,1,12
2233,10,4,11,1,1,12
2234,10,4,11,1,1,12
2235,10,4,12,1,6,12
2236,10,4,11,1,1,12
2237,10,4,11,1,4,12
2238,10,4,11,1,4,12
2239,10,4,11,1,4,12
2240,10,4,11,1,4,12
2241,12,4,12,1,4,12
2242,10,4,11,1,2,12
2243,10,4,11,1,1,12
2244,10,4,11,1,1,12
2245,12,4,11,3,3,12
2246,10,4,11,1,1,12
2247,12,4,11,1,1,12
2248,10,4,11,1,1,12
2249,10,4,11,1,1,8
